Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,month,day,hour
19835,2022-04-07 01:00:00,04-06-2022 10:00,2022-04-07 08:30:00,Delhi,268,5,25,F,Poison,Violent Crime,10,Yes,14-04-2022 01:00,4,7,8
19836,2022-04-06 22:00:00,04-06-2022 11:00,2022-04-06 16:09:00,Rajkot,271,9,50,F,Explosives,Other Crime,16,Yes,11-06-2022 22:00,4,6,16
19839,2022-04-07 10:00:00,04-06-2022 14:00,2022-04-07 09:34:00,Kolkata,424,9,49,F,Knife,Other Crime,4,Yes,23-05-2022 10:00,4,7,9
19843,2022-04-07 05:00:00,04-06-2022 18:00,2022-04-07 09:00:00,Delhi,548,10,47,F,Blunt Object,Other Crime,6,Yes,29-06-2023 05:00,4,7,9
19846,2022-04-09 19:00:00,04-06-2022 21:00,2022-04-07 02:03:00,Hyderabad,232,14,18,F,Explosives,Other Crime,3,Yes,22-04-2022 19:00,4,9,2
19847,2022-04-09 12:00:00,04-06-2022 22:00,2022-04-06 23:04:00,Nagpur,402,15,79,F,Blunt Object,Violent Crime,14,Yes,23-05-2022 12:00,4,9,23
19852,2022-04-08 08:00:00,04-07-2022 03:00,2022-04-07 06:29:00,Kanpur,553,3,18,M,Blunt Object,Other Crime,17,Yes,21-04-2022 08:00,4,8,6
19854,2022-04-08 21:00:00,04-07-2022 05:00,2022-04-08 03:33:00,Delhi,248,15,63,M,Firearm,Violent Crime,16,Yes,22-06-2022 21:00,4,8,3
19856,2022-04-08 05:00:00,04-07-2022 07:00,2022-04-07 08:13:00,Mumbai,560,14,11,M,Firearm,Other Crime,19,Yes,20-04-2022 05:00,4,8,8
19859,2022-04-09 03:00:00,04-07-2022 10:00,2022-04-08 02:00:00,Bangalore,332,4,79,X,Knife,Other Crime,1,Yes,10-06-2022 03:00,4,9,2
19861,2022-04-09 22:00:00,04-07-2022 12:00,2022-04-08 00:32:00,Mumbai,333,10,40,M,Blunt Object,Other Crime,6,Yes,21-03-2023 22:00,4,9,0
19863,2022-04-09 02:00:00,04-07-2022 14:00,2022-04-08 08:47:00,Faridabad,389,13,22,M,Blunt Object,Other Crime,4,Yes,28-04-2022 02:00,4,9,8
19864,2022-04-08 20:00:00,04-07-2022 15:00,2022-04-07 22:01:00,Mumbai,407,14,74,M,Firearm,Other Crime,10,Yes,26-04-2022 20:00,4,8,22
19867,2022-04-07 20:00:00,04-07-2022 18:00,2022-04-08 01:32:00,Kolkata,395,8,19,X,Other,Fire Accident,3,Yes,23-04-2022 20:00,4,7,1
19869,2022-04-09 16:00:00,04-07-2022 20:00,2022-04-07 22:59:00,Pune,596,2,76,M,Firearm,Other Crime,7,Yes,14-06-2022 16:00,4,9,22
19870,2022-04-09 07:00:00,04-07-2022 21:00,2022-04-08 07:10:00,Hyderabad,218,8,13,F,Firearm,Fire Accident,12,Yes,04-07-2022 07:00,4,9,7
19871,2022-04-09 14:00:00,04-07-2022 22:00,2022-04-08 16:06:00,Mumbai,154,4,65,F,Firearm,Other Crime,15,Yes,21-05-2022 14:00,4,9,16
19875,2022-04-10 04:00:00,04-08-2022 02:00,2022-04-08 14:03:00,Chennai,235,16,52,F,Other,Violent Crime,9,Yes,08-09-2023 04:00,4,10,14
19876,2022-04-08 14:00:00,04-08-2022 03:00,2022-04-09 01:42:00,Kolkata,125,18,49,M,Blunt Object,Traffic Fatality,1,Yes,09-04-2022 14:00,4,8,1
19878,2022-04-09 03:00:00,04-08-2022 05:00,2022-04-08 15:04:00,Delhi,425,6,41,M,Explosives,Other Crime,12,Yes,30-04-2022 03:00,4,9,15
19884,2022-04-10 03:00:00,04-08-2022 11:00,2022-04-08 11:22:00,Indore,599,2,25,X,Explosives,Other Crime,16,Yes,24-06-2022 03:00,4,10,11
19885,2022-04-09 10:00:00,04-08-2022 12:00,2022-04-09 03:36:00,Indore,577,16,15,M,Firearm,Violent Crime,10,Yes,10-09-2023 10:00,4,9,3
19886,2022-04-10 12:00:00,04-08-2022 13:00,2022-04-08 13:55:00,Mumbai,150,0,35,M,Blunt Object,Fire Accident,16,Yes,08-05-2022 12:00,4,10,13
19887,2022-04-09 17:00:00,04-08-2022 14:00,2022-04-08 15:44:00,Bhopal,110,14,35,X,Blunt Object,Other Crime,13,Yes,20-04-2022 17:00,4,9,15
19891,2022-04-09 02:00:00,04-08-2022 18:00,2022-04-08 18:03:00,Delhi,154,16,44,X,Firearm,Violent Crime,1,Yes,04-11-2023 02:00,4,9,18
19893,2022-04-10 08:00:00,04-08-2022 20:00,2022-04-09 06:55:00,Vasai,323,16,10,F,Blunt Object,Violent Crime,4,Yes,11-08-2023 08:00,4,10,6
19895,2022-04-08 23:00:00,04-08-2022 22:00,2022-04-09 00:39:00,Mumbai,380,10,50,F,Other,Other Crime,11,Yes,18-06-2023 23:00,4,8,0
19896,2022-04-09 00:00:00,04-08-2022 23:00,2022-04-09 07:08:00,Bangalore,462,20,67,X,Explosives,Violent Crime,7,Yes,14-05-2022 00:00,4,9,7
19897,2022-04-11 11:00:00,04-09-2022 00:00,2022-04-09 07:06:00,Mumbai,464,9,24,M,Blunt Object,Other Crime,13,Yes,01-06-2022 11:00,4,11,7
19899,2022-04-11 03:00:00,04-09-2022 02:00,2022-04-09 13:21:00,Patna,148,7,79,M,Knife,Other Crime,6,Yes,09-06-2022 03:00,4,11,13
19900,2022-04-10 14:00:00,04-09-2022 03:00,2022-04-10 01:13:00,Nagpur,314,4,79,X,Blunt Object,Other Crime,7,Yes,27-04-2022 14:00,4,10,1
19901,2022-04-10 09:00:00,04-09-2022 04:00,2022-04-09 07:14:00,Mumbai,465,10,32,M,Explosives,Other Crime,13,Yes,15-03-2024 09:00,4,10,7
19903,2022-04-10 18:00:00,04-09-2022 06:00,2022-04-10 00:54:00,Ahmedabad,307,16,29,M,Firearm,Violent Crime,17,Yes,22-03-2023 18:00,4,10,0
19906,2022-04-09 21:00:00,04-09-2022 09:00,2022-04-09 12:35:00,Chennai,432,19,22,X,Firearm,Other Crime,17,Yes,15-06-2022 21:00,4,9,12
19907,2022-04-10 06:00:00,04-09-2022 10:00,2022-04-09 10:31:00,Surat,151,16,59,M,Poison,Violent Crime,4,Yes,16-06-2023 06:00,4,10,10
19909,2022-04-12 11:00:00,04-09-2022 12:00,2022-04-10 05:27:00,Patna,332,16,16,M,Blunt Object,Violent Crime,8,Yes,19-11-2022 11:00,4,12,5
19910,2022-04-10 10:00:00,04-09-2022 13:00,2022-04-10 08:34:00,Kolkata,524,15,40,F,Other,Violent Crime,10,Yes,02-10-2022 10:00,4,10,8
19912,2022-04-12 01:00:00,04-09-2022 15:00,2022-04-09 18:17:00,Mumbai,203,7,66,F,Other,Other Crime,4,Yes,22-05-2022 01:00,4,12,18
19916,2022-04-12 09:00:00,04-09-2022 19:00,2022-04-09 23:11:00,Ghaziabad,194,13,24,X,Blunt Object,Other Crime,9,Yes,27-05-2022 09:00,4,12,23
19917,2022-04-10 23:00:00,04-09-2022 20:00,2022-04-10 12:08:00,Ahmedabad,353,1,31,F,Blunt Object,Violent Crime,1,Yes,10-05-2022 23:00,4,10,12
19918,2022-04-11 19:00:00,04-09-2022 21:00,2022-04-10 15:23:00,Bangalore,313,15,73,F,Knife,Violent Crime,12,Yes,29-07-2022 19:00,4,11,15
19919,2022-04-11 06:00:00,04-09-2022 22:00,2022-04-10 17:09:00,Mumbai,191,12,41,M,Poison,Other Crime,16,Yes,05-07-2022 06:00,4,11,17
19923,2022-04-12 17:00:00,04-10-2022 02:00,2022-04-10 18:03:00,Hyderabad,146,4,22,F,Firearm,Other Crime,6,Yes,15-06-2022 17:00,4,12,18
19928,2022-04-10 08:00:00,04-10-2022 07:00,2022-04-10 12:04:00,Chennai,530,4,61,F,Firearm,Other Crime,2,Yes,20-05-2022 08:00,4,10,12
19932,2022-04-12 23:00:00,04-10-2022 11:00,2022-04-11 04:13:00,Nagpur,501,10,56,X,Firearm,Other Crime,12,Yes,22-03-2024 23:00,4,12,4
19933,2022-04-12 14:00:00,04-10-2022 12:00,2022-04-11 06:12:00,Nashik,472,14,60,X,Blunt Object,Other Crime,2,Yes,21-04-2022 14:00,4,12,6
19935,2022-04-12 16:00:00,04-10-2022 14:00,2022-04-11 08:57:00,Indore,212,20,63,X,Explosives,Violent Crime,12,Yes,01-05-2022 16:00,4,12,8
19944,2022-04-11 12:00:00,04-10-2022 23:00,2022-04-11 21:17:00,Kanpur,458,3,50,M,Blunt Object,Other Crime,17,Yes,07-06-2022 12:00,4,11,21
19950,2022-04-13 12:00:00,04-11-2022 05:00,2022-04-11 07:38:00,Delhi,494,13,57,M,Explosives,Other Crime,12,Yes,01-06-2022 12:00,4,13,7
19951,2022-04-13 02:00:00,04-11-2022 06:00,2022-04-11 11:22:00,Bangalore,324,1,22,F,Explosives,Violent Crime,18,Yes,05-07-2022 02:00,4,13,11
19952,2022-04-12 20:00:00,04-11-2022 07:00,2022-04-11 08:53:00,Ahmedabad,187,18,12,M,Other,Traffic Fatality,16,Yes,06-05-2022 20:00,4,12,8
19955,2022-04-12 02:00:00,04-11-2022 10:00,2022-04-11 21:25:00,Bangalore,340,13,71,F,Explosives,Other Crime,5,Yes,03-05-2022 02:00,4,12,21
19963,2022-04-13 14:00:00,04-11-2022 18:00,2022-04-12 03:36:00,Bangalore,159,6,21,X,Poison,Other Crime,16,Yes,19-06-2022 14:00,4,13,3
19965,2022-04-12 09:00:00,04-11-2022 20:00,2022-04-12 12:28:00,Kanpur,157,11,11,X,Explosives,Violent Crime,6,Yes,18-05-2022 09:00,4,12,12
19966,2022-04-12 07:00:00,04-11-2022 21:00,2022-04-12 04:34:00,Nagpur,255,5,41,X,Explosives,Violent Crime,17,Yes,24-05-2022 07:00,4,12,4
19968,2022-04-12 19:00:00,04-11-2022 23:00,2022-04-11 23:59:00,Ahmedabad,482,2,58,M,Firearm,Other Crime,5,Yes,20-05-2022 19:00,4,12,23
19969,2022-04-12 18:00:00,04-12-2022 00:00,2022-04-12 04:11:00,Bangalore,417,17,41,X,Other,Other Crime,10,Yes,26-05-2022 18:00,4,12,4
19972,2022-04-12 14:00:00,04-12-2022 03:00,2022-04-12 23:40:00,Patna,327,16,15,F,Explosives,Violent Crime,12,Yes,24-02-2023 14:00,4,12,23
19976,2022-04-15 02:00:00,04-12-2022 07:00,2022-04-13 01:14:00,Kalyan,206,18,29,X,Poison,Traffic Fatality,9,Yes,21-04-2022 02:00,4,15,1
19977,2022-04-13 02:00:00,04-12-2022 08:00,2022-04-13 04:02:00,Pune,408,9,27,F,Poison,Other Crime,17,Yes,01-05-2022 02:00,4,13,4
19978,2022-04-12 19:00:00,04-12-2022 09:00,2022-04-12 10:04:00,Surat,408,15,67,X,Other,Violent Crime,2,Yes,17-05-2022 19:00,4,12,10
19980,2022-04-13 16:00:00,04-12-2022 11:00,2022-04-13 03:35:00,Delhi,110,20,55,X,Poison,Violent Crime,11,Yes,20-05-2022 16:00,4,13,3
19981,2022-04-12 19:00:00,04-12-2022 12:00,2022-04-12 18:16:00,Delhi,508,14,53,X,Other,Other Crime,3,Yes,18-04-2022 19:00,4,12,18
19984,2022-04-15 01:00:00,04-12-2022 15:00,2022-04-12 23:54:00,Chennai,230,18,30,M,Firearm,Traffic Fatality,4,Yes,05-05-2022 01:00,4,15,23
19985,2022-04-14 17:00:00,04-12-2022 16:00,2022-04-12 21:35:00,Pune,493,7,32,F,Explosives,Other Crime,1,Yes,08-06-2022 17:00,4,14,21
19986,2022-04-13 11:00:00,04-12-2022 17:00,2022-04-13 08:49:00,Pune,453,15,29,F,Blunt Object,Violent Crime,8,Yes,27-07-2022 11:00,4,13,8
19988,2022-04-15 02:00:00,04-12-2022 19:00,2022-04-12 22:07:00,Lucknow,576,8,70,M,Explosives,Fire Accident,13,Yes,30-04-2022 02:00,4,15,22
19997,2022-04-15 03:00:00,04-13-2022 04:00,2022-04-13 17:32:00,Delhi,281,13,10,F,Poison,Other Crime,12,Yes,06-06-2022 03:00,4,15,17
19998,2022-04-14 02:00:00,04-13-2022 05:00,2022-04-14 01:01:00,Ahmedabad,214,5,31,X,Firearm,Violent Crime,12,Yes,28-06-2022 02:00,4,14,1
19999,2022-04-15 17:00:00,04-13-2022 06:00,2022-04-13 23:44:00,Kolkata,505,12,69,X,Knife,Other Crime,13,Yes,31-05-2022 17:00,4,15,23
20001,2022-04-15 01:00:00,04-13-2022 08:00,2022-04-13 18:54:00,Agra,172,19,28,F,Explosives,Other Crime,8,Yes,10-06-2022 01:00,4,15,18
20002,2022-04-15 18:00:00,04-13-2022 09:00,2022-04-13 15:02:00,Pune,444,15,57,M,Knife,Violent Crime,5,Yes,23-09-2022 18:00,4,15,15
20003,2022-04-13 12:00:00,04-13-2022 10:00,2022-04-14 06:32:00,Delhi,218,19,67,F,Blunt Object,Other Crime,13,Yes,22-06-2022 12:00,4,13,6
20004,2022-04-15 05:00:00,04-13-2022 11:00,2022-04-13 23:43:00,Mumbai,488,14,70,X,Firearm,Other Crime,1,Yes,19-04-2022 05:00,4,15,23
20008,2022-04-15 20:00:00,04-13-2022 15:00,2022-04-13 20:34:00,Hyderabad,536,12,50,X,Explosives,Other Crime,3,Yes,24-04-2022 20:00,4,15,20
20009,2022-04-16 01:00:00,04-13-2022 16:00,2022-04-13 17:35:00,Hyderabad,523,2,19,M,Other,Other Crime,7,Yes,26-09-2022 01:00,4,16,17
20013,2022-04-14 21:00:00,04-13-2022 20:00,2022-04-14 14:46:00,Patna,278,9,33,M,Blunt Object,Other Crime,8,Yes,27-06-2022 21:00,4,14,14
20016,2022-04-16 22:00:00,04-13-2022 23:00,2022-04-14 00:43:00,Nagpur,206,19,30,X,Other,Other Crime,11,Yes,18-06-2022 22:00,4,16,0
20019,2022-04-14 22:00:00,04-14-2022 02:00,2022-04-14 19:11:00,Lucknow,102,10,29,X,Other,Other Crime,14,Yes,19-02-2023 22:00,4,14,19
20021,2022-04-15 07:00:00,04-14-2022 04:00,2022-04-14 22:58:00,Delhi,293,1,64,X,Explosives,Violent Crime,8,Yes,26-04-2022 07:00,4,15,22
20024,2022-04-16 17:00:00,04-14-2022 07:00,2022-04-14 10:33:00,Kalyan,282,9,37,F,Firearm,Other Crime,17,Yes,23-05-2022 17:00,4,16,10
20025,2022-04-15 11:00:00,04-14-2022 08:00,2022-04-14 20:11:00,Thane,188,16,42,X,Blunt Object,Violent Crime,8,Yes,06-12-2023 11:00,4,15,20
20027,2022-04-15 20:00:00,04-14-2022 10:00,2022-04-14 14:39:00,Pune,314,17,57,X,Blunt Object,Other Crime,19,Yes,23-05-2022 20:00,4,15,14
20028,2022-04-16 02:00:00,04-14-2022 11:00,2022-04-14 14:08:00,Mumbai,150,14,18,F,Firearm,Other Crime,3,Yes,15-05-2022 02:00,4,16,14
20029,2022-04-15 11:00:00,04-14-2022 12:00,2022-04-14 16:57:00,Surat,511,16,78,X,Explosives,Violent Crime,11,Yes,30-10-2023 11:00,4,15,16
20030,2022-04-15 11:00:00,04-14-2022 13:00,2022-04-15 07:44:00,Chennai,306,19,44,X,Explosives,Other Crime,18,Yes,27-05-2022 11:00,4,15,7
20031,2022-04-15 22:00:00,04-14-2022 14:00,2022-04-14 23:06:00,Kolkata,575,12,22,M,Firearm,Other Crime,3,Yes,13-05-2022 22:00,4,15,23
20033,2022-04-16 07:00:00,04-14-2022 16:00,2022-04-14 19:53:00,Mumbai,460,12,70,F,Blunt Object,Other Crime,15,Yes,08-06-2022 07:00,4,16,19
20034,2022-04-14 21:00:00,04-14-2022 17:00,2022-04-15 04:20:00,Bhopal,571,19,36,F,Poison,Other Crime,9,Yes,04-07-2022 21:00,4,14,4
20035,2022-04-16 01:00:00,04-14-2022 18:00,2022-04-15 14:55:00,Delhi,527,10,57,M,Explosives,Other Crime,12,Yes,08-10-2023 01:00,4,16,14
20037,2022-04-16 09:00:00,04-14-2022 20:00,2022-04-15 17:44:00,Thane,485,16,27,X,Firearm,Violent Crime,19,Yes,21-12-2023 09:00,4,16,17
20038,2022-04-15 13:00:00,04-14-2022 21:00,2022-04-15 02:24:00,Delhi,194,9,45,X,Poison,Other Crime,12,Yes,26-06-2022 13:00,4,15,2
20040,2022-04-15 12:00:00,04-14-2022 23:00,2022-04-15 04:11:00,Pune,136,1,42,M,Poison,Violent Crime,4,Yes,02-07-2022 12:00,4,15,4
20041,2022-04-15 07:00:00,04-15-2022 00:00,2022-04-15 11:41:00,Agra,170,0,36,M,Blunt Object,Fire Accident,8,Yes,25-05-2022 07:00,4,15,11
20046,2022-04-16 10:00:00,04-15-2022 05:00,2022-04-15 20:56:00,Surat,586,10,16,X,Knife,Other Crime,8,Yes,23-02-2024 10:00,4,16,20
20047,2022-04-16 01:00:00,04-15-2022 06:00,2022-04-15 08:18:00,Delhi,541,14,16,F,Firearm,Other Crime,1,Yes,15-05-2022 01:00,4,16,8
20048,2022-04-15 13:00:00,04-15-2022 07:00,2022-04-15 23:15:00,Pune,130,7,34,F,Poison,Other Crime,9,Yes,26-05-2022 13:00,4,15,23
20051,2022-04-17 14:00:00,04-15-2022 10:00,2022-04-16 06:43:00,Chennai,599,14,28,M,Other,Other Crime,7,Yes,04-05-2022 14:00,4,17,6
20053,2022-04-17 12:00:00,04-15-2022 12:00,2022-04-15 12:58:00,Bangalore,587,0,59,M,Poison,Fire Accident,5,Yes,15-07-2022 12:00,4,17,12
20054,2022-04-18 11:00:00,04-15-2022 13:00,2022-04-16 03:16:00,Jaipur,450,5,32,M,Explosives,Violent Crime,13,Yes,28-05-2022 11:00,4,18,3
20057,2022-04-16 15:00:00,04-15-2022 16:00,2022-04-16 10:33:00,Agra,276,8,78,X,Poison,Fire Accident,6,Yes,24-06-2022 15:00,4,16,10
20059,2022-04-16 13:00:00,04-15-2022 18:00,2022-04-15 22:39:00,Nagpur,170,20,68,F,Explosives,Violent Crime,13,Yes,03-05-2022 13:00,4,16,22
20060,2022-04-16 15:00:00,04-15-2022 19:00,2022-04-15 20:07:00,Rajkot,412,5,40,M,Explosives,Violent Crime,7,Yes,16-05-2022 15:00,4,16,20
20062,2022-04-17 15:00:00,04-15-2022 21:00,2022-04-15 21:16:00,Nagpur,493,18,47,F,Poison,Traffic Fatality,8,Yes,23-04-2022 15:00,4,17,21
20063,2022-04-16 07:00:00,04-15-2022 22:00,2022-04-16 05:49:00,Mumbai,452,17,47,M,Explosives,Other Crime,5,Yes,04-07-2022 07:00,4,16,5
20065,2022-04-18 13:00:00,04-16-2022 00:00,2022-04-16 03:51:00,Surat,272,15,64,X,Explosives,Violent Crime,15,Yes,29-05-2022 13:00,4,18,3
20067,2022-04-18 19:00:00,04-16-2022 02:00,2022-04-16 10:12:00,Bangalore,491,17,47,M,Blunt Object,Other Crime,12,Yes,30-06-2022 19:00,4,18,10
20070,2022-04-18 19:00:00,04-16-2022 05:00,2022-04-17 00:30:00,Mumbai,540,19,40,X,Poison,Other Crime,11,Yes,26-04-2022 19:00,4,18,0
20073,2022-04-16 14:00:00,04-16-2022 08:00,2022-04-16 20:16:00,Kalyan,253,4,51,X,Other,Other Crime,7,Yes,14-06-2022 14:00,4,16,20
20074,2022-04-17 21:00:00,04-16-2022 09:00,2022-04-16 19:13:00,Mumbai,475,6,24,X,Firearm,Other Crime,6,Yes,11-07-2022 21:00,4,17,19
20076,2022-04-16 22:00:00,04-16-2022 11:00,2022-04-16 14:07:00,Mumbai,392,8,27,M,Firearm,Fire Accident,9,Yes,20-05-2022 22:00,4,16,14
20077,2022-04-19 00:00:00,04-16-2022 12:00,2022-04-16 18:45:00,Ludhiana,259,0,71,F,Other,Fire Accident,17,Yes,25-06-2022 00:00,4,19,18
20078,2022-04-18 05:00:00,04-16-2022 13:00,2022-04-17 09:35:00,Bangalore,453,8,33,X,Blunt Object,Fire Accident,9,Yes,02-05-2022 05:00,4,18,9
20079,2022-04-16 20:00:00,04-16-2022 14:00,2022-04-16 18:53:00,Delhi,216,7,25,F,Knife,Other Crime,14,Yes,25-06-2022 20:00,4,16,18
20081,2022-04-16 22:00:00,04-16-2022 16:00,2022-04-16 17:36:00,Bangalore,202,2,57,X,Explosives,Other Crime,8,Yes,12-06-2022 22:00,4,16,17
20082,2022-04-18 21:00:00,04-16-2022 17:00,2022-04-17 10:35:00,Nashik,101,4,14,F,Knife,Other Crime,1,Yes,10-07-2022 21:00,4,18,10
20084,2022-04-19 07:00:00,04-16-2022 19:00,2022-04-17 01:17:00,Chennai,370,20,34,M,Poison,Violent Crime,10,Yes,28-06-2022 07:00,4,19,1
20085,2022-04-18 18:00:00,04-16-2022 20:00,2022-04-16 20:43:00,Surat,368,5,58,M,Firearm,Violent Crime,12,Yes,11-06-2022 18:00,4,18,20
20086,2022-04-17 12:00:00,04-16-2022 21:00,2022-04-17 20:08:00,Visakhapatnam,563,14,43,X,Firearm,Other Crime,3,Yes,24-04-2022 12:00,4,17,20
20088,2022-04-18 22:00:00,04-16-2022 23:00,2022-04-17 02:02:00,Patna,128,16,42,F,Poison,Violent Crime,5,Yes,21-03-2024 22:00,4,18,2
20089,2022-04-19 07:00:00,04-17-2022 00:00,2022-04-17 04:02:00,Delhi,509,7,75,X,Poison,Other Crime,15,Yes,15-05-2022 07:00,4,19,4
20090,2022-04-18 14:00:00,04-17-2022 01:00,2022-04-17 12:06:00,Mumbai,414,8,11,F,Poison,Fire Accident,18,Yes,28-04-2022 14:00,4,18,12
20091,2022-04-18 03:00:00,04-17-2022 02:00,2022-04-17 12:20:00,Delhi,439,9,14,X,Knife,Other Crime,8,Yes,10-07-2022 03:00,4,18,12
20093,2022-04-19 14:00:00,04-17-2022 04:00,2022-04-17 04:16:00,Pune,396,20,29,F,Knife,Violent Crime,11,Yes,03-05-2022 14:00,4,19,4
20096,2022-04-19 17:00:00,04-17-2022 07:00,2022-04-17 17:05:00,Hyderabad,362,11,17,F,Explosives,Violent Crime,1,Yes,06-05-2022 17:00,4,19,17
20097,2022-04-19 22:00:00,04-17-2022 08:00,2022-04-18 07:42:00,Bangalore,502,9,42,X,Blunt Object,Other Crime,14,Yes,13-06-2022 22:00,4,19,7
20098,2022-04-17 17:00:00,04-17-2022 09:00,2022-04-17 21:50:00,Agra,204,12,44,X,Firearm,Other Crime,1,Yes,20-06-2022 17:00,4,17,21
20101,2022-04-18 08:00:00,04-17-2022 12:00,2022-04-17 12:57:00,Bangalore,533,6,78,M,Blunt Object,Other Crime,1,Yes,12-05-2022 08:00,4,18,12
20108,2022-04-20 05:00:00,04-17-2022 19:00,2022-04-18 03:48:00,Surat,580,8,48,X,Knife,Fire Accident,10,Yes,28-06-2022 05:00,4,20,3
20109,2022-04-19 14:00:00,04-17-2022 20:00,2022-04-18 01:33:00,Surat,429,5,78,F,Blunt Object,Violent Crime,11,Yes,07-07-2022 14:00,4,19,1
20117,2022-04-19 12:00:00,04-18-2022 04:00,2022-04-18 09:14:00,Agra,251,7,70,X,Explosives,Other Crime,8,Yes,09-07-2022 12:00,4,19,9
20120,2022-04-20 09:00:00,04-18-2022 07:00,2022-04-19 05:46:00,Mumbai,300,2,57,X,Explosives,Other Crime,15,Yes,23-07-2022 09:00,4,20,5
20122,2022-04-18 19:00:00,04-18-2022 09:00,2022-04-19 05:35:00,Mumbai,459,15,40,F,Blunt Object,Violent Crime,15,Yes,17-08-2022 19:00,4,18,5
20123,2022-04-18 19:00:00,04-18-2022 10:00,2022-04-18 21:35:00,Chennai,364,7,12,M,Other,Other Crime,2,Yes,14-07-2022 19:00,4,18,21
20124,2022-04-18 19:00:00,04-18-2022 11:00,2022-04-18 22:59:00,Delhi,558,3,63,F,Knife,Other Crime,5,Yes,10-05-2022 19:00,4,18,22
20125,2022-04-18 15:00:00,04-18-2022 12:00,2022-04-18 21:24:00,Kolkata,520,12,17,M,Explosives,Other Crime,3,Yes,27-05-2022 15:00,4,18,21
20126,2022-04-19 11:00:00,04-18-2022 13:00,2022-04-19 00:08:00,Delhi,289,19,74,X,Explosives,Other Crime,7,Yes,22-06-2022 11:00,4,19,0
20128,2022-04-19 05:00:00,04-18-2022 15:00,2022-04-19 06:04:00,Chennai,183,2,58,X,Explosives,Other Crime,5,Yes,14-09-2022 05:00,4,19,6
20129,2022-04-21 09:00:00,04-18-2022 16:00,2022-04-19 12:38:00,Mumbai,265,11,31,M,Poison,Violent Crime,6,Yes,07-07-2022 09:00,4,21,12
20130,2022-04-20 13:00:00,04-18-2022 17:00,2022-04-19 00:09:00,Chennai,230,15,11,X,Knife,Violent Crime,17,Yes,01-09-2022 13:00,4,20,0
20131,2022-04-19 03:00:00,04-18-2022 18:00,2022-04-19 12:44:00,Delhi,546,18,58,X,Blunt Object,Traffic Fatality,14,Yes,06-05-2022 03:00,4,19,12
20132,2022-04-20 15:00:00,04-18-2022 19:00,2022-04-19 08:31:00,Nagpur,452,17,49,F,Knife,Other Crime,5,Yes,20-05-2022 15:00,4,20,8
20134,2022-04-21 06:00:00,04-18-2022 21:00,2022-04-19 02:50:00,Kolkata,196,2,73,X,Firearm,Other Crime,3,Yes,15-10-2022 06:00,4,21,2
20136,2022-04-19 19:00:00,04-18-2022 23:00,2022-04-19 19:59:00,Delhi,195,1,17,M,Firearm,Violent Crime,4,Yes,28-04-2022 19:00,4,19,19
20140,2022-04-20 13:00:00,04-19-2022 03:00,2022-04-19 18:34:00,Pune,522,0,64,M,Poison,Fire Accident,12,Yes,02-07-2022 13:00,4,20,18
20144,2022-04-21 01:00:00,04-19-2022 07:00,2022-04-20 02:33:00,Kolkata,395,7,68,X,Knife,Other Crime,12,Yes,09-05-2022 01:00,4,21,2
20145,2022-04-19 23:00:00,04-19-2022 08:00,2022-04-19 20:45:00,Hyderabad,119,2,25,X,Other,Other Crime,5,Yes,01-10-2022 23:00,4,19,20
20147,2022-04-22 06:00:00,04-19-2022 10:00,2022-04-20 07:01:00,Ahmedabad,463,19,30,X,Firearm,Other Crime,5,Yes,11-07-2022 06:00,4,22,7
20149,2022-04-19 16:00:00,04-19-2022 12:00,2022-04-20 09:18:00,Rajkot,390,3,56,F,Poison,Other Crime,17,Yes,27-04-2022 16:00,4,19,9
20150,2022-04-21 03:00:00,04-19-2022 13:00,2022-04-20 07:07:00,Thane,129,13,38,M,Knife,Other Crime,19,Yes,05-05-2022 03:00,4,21,7
20151,2022-04-20 15:00:00,04-19-2022 14:00,2022-04-20 00:11:00,Bangalore,352,17,79,M,Knife,Other Crime,6,Yes,04-05-2022 15:00,4,20,0
20152,2022-04-22 08:00:00,04-19-2022 15:00,2022-04-19 18:34:00,Hyderabad,584,8,14,X,Poison,Fire Accident,19,Yes,19-05-2022 08:00,4,22,18
20156,2022-04-19 22:00:00,04-19-2022 19:00,2022-04-19 21:16:00,Chennai,337,0,70,X,Explosives,Fire Accident,9,Yes,29-05-2022 22:00,4,19,21
20163,2022-04-22 11:00:00,04-20-2022 02:00,2022-04-20 17:41:00,Delhi,462,14,18,F,Blunt Object,Other Crime,13,Yes,04-05-2022 11:00,4,22,17
20164,2022-04-21 06:00:00,04-20-2022 03:00,2022-04-20 12:02:00,Surat,329,17,39,F,Firearm,Other Crime,8,Yes,08-07-2022 06:00,4,21,12
20166,2022-04-21 03:00:00,04-20-2022 05:00,2022-04-20 11:42:00,Vasai,116,13,26,X,Other,Other Crime,11,Yes,26-06-2022 03:00,4,21,11
20167,2022-04-22 11:00:00,04-20-2022 06:00,2022-04-20 19:02:00,Mumbai,343,2,70,M,Blunt Object,Other Crime,18,Yes,03-10-2022 11:00,4,22,19
20172,2022-04-22 19:00:00,04-20-2022 11:00,2022-04-20 23:59:00,Patna,310,1,14,M,Poison,Violent Crime,9,Yes,01-07-2022 19:00,4,22,23
