Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,month,day,hour,Latitude,Longitude
23976,2022-09-27 06:00:00,09-25-2022 23:00,2022-09-26 18:53:00,Delhi,283,19,55,X,Knife,Other Crime,18,Yes,15-11-2022 06:00,9,27,18,28.6138954,77.2090057
23977,2022-09-28 16:00:00,09-26-2022 00:00,2022-09-26 10:00:00,Mumbai,598,6,12,F,Other,Other Crime,18,Yes,31-10-2022 16:00,9,28,10,19.054999,72.8692035
23978,2022-09-27 17:00:00,09-26-2022 01:00,2022-09-26 02:51:00,Mumbai,528,1,72,F,Poison,Violent Crime,14,Yes,15-11-2022 17:00,9,27,2,19.054999,72.8692035
23981,2022-09-27 02:00:00,09-26-2022 04:00,2022-09-26 09:28:00,Delhi,165,5,56,X,Explosives,Violent Crime,13,Yes,11-10-2022 02:00,9,27,9,28.6138954,77.2090057
23984,2022-09-29 01:00:00,09-26-2022 07:00,2022-09-26 21:12:00,Agra,516,6,18,F,Knife,Other Crime,16,Yes,25-10-2022 01:00,9,29,21,27.1752554,78.0098161
23987,2022-09-26 13:00:00,09-26-2022 10:00,2022-09-26 18:26:00,Chennai,244,17,30,X,Knife,Other Crime,8,Yes,11-10-2022 13:00,9,26,18,13.0836939,80.270186
23988,2022-09-26 14:00:00,09-26-2022 11:00,2022-09-26 15:25:00,Ahmedabad,545,19,39,M,Explosives,Other Crime,12,Yes,08-12-2022 14:00,9,26,15,23.0215374,72.5800568
23990,2022-09-28 20:00:00,09-26-2022 13:00,2022-09-27 06:15:00,Mumbai,495,18,59,X,Explosives,Traffic Fatality,3,Yes,24-10-2022 20:00,9,28,6,19.054999,72.8692035
23995,2022-09-28 20:00:00,09-26-2022 18:00,2022-09-27 17:14:00,Srinagar,332,18,33,M,Firearm,Traffic Fatality,9,Yes,25-10-2022 20:00,9,28,17,34.0747444,74.8204443
23996,2022-09-26 21:00:00,09-26-2022 19:00,2022-09-27 18:08:00,Delhi,341,8,74,M,Firearm,Fire Accident,12,Yes,15-10-2022 21:00,9,26,18,28.6138954,77.2090057
23997,2022-09-29 09:00:00,09-26-2022 20:00,2022-09-27 02:30:00,Kanpur,559,1,49,X,Other,Violent Crime,19,Yes,29-10-2022 09:00,9,29,2,26.4609135,80.3217588
23998,2022-09-29 12:00:00,09-26-2022 21:00,2022-09-27 01:10:00,Pune,194,12,72,F,Knife,Other Crime,7,Yes,05-11-2022 12:00,9,29,1,18.5213738,73.8545071
23999,2022-09-29 15:00:00,09-26-2022 22:00,2022-09-27 20:25:00,Bangalore,521,0,40,F,Other,Fire Accident,8,Yes,11-11-2022 15:00,9,29,20,12.9767936,77.590082
24001,2022-09-29 18:00:00,09-27-2022 00:00,2022-09-27 15:02:00,Hyderabad,367,10,20,M,Other,Other Crime,1,Yes,06-04-2024 18:00,9,29,15,17.360589,78.4740613
24005,2022-09-29 20:00:00,09-27-2022 04:00,2022-09-27 12:32:00,Bhopal,574,7,28,X,Poison,Other Crime,8,Yes,30-11-2022 20:00,9,29,12,23.2584857,77.401989
24009,2022-09-28 16:00:00,09-27-2022 08:00,2022-09-27 11:16:00,Mumbai,314,6,14,F,Knife,Other Crime,19,Yes,17-12-2022 16:00,9,28,11,19.054999,72.8692035
24010,2022-09-27 20:00:00,09-27-2022 09:00,2022-09-27 22:30:00,Agra,195,0,33,F,Firearm,Fire Accident,12,Yes,13-12-2022 20:00,9,27,22,27.1752554,78.0098161
24013,2022-09-28 18:00:00,09-27-2022 12:00,2022-09-28 01:00:00,Bangalore,221,0,24,X,Knife,Fire Accident,2,Yes,11-10-2022 18:00,9,28,1,12.9767936,77.590082
24015,2022-09-29 04:00:00,09-27-2022 14:00,2022-09-28 11:05:00,Kanpur,433,10,66,X,Poison,Other Crime,16,Yes,12-07-2023 04:00,9,29,11,26.4609135,80.3217588
24020,2022-09-30 14:00:00,09-27-2022 19:00,2022-09-27 20:52:00,Bangalore,430,9,26,F,Firearm,Other Crime,8,Yes,24-12-2022 14:00,9,30,20,12.9767936,77.590082
24021,2022-09-28 14:00:00,09-27-2022 20:00,2022-09-28 17:28:00,Ahmedabad,580,18,19,M,Blunt Object,Traffic Fatality,15,Yes,24-10-2022 14:00,9,28,17,23.0215374,72.5800568
24024,2022-09-29 04:00:00,09-27-2022 23:00,2022-09-28 07:52:00,Nagpur,506,10,10,X,Poison,Other Crime,2,Yes,07-12-2023 04:00,9,29,7,21.1498134,79.0820556
24025,2022-09-30 21:00:00,09-28-2022 00:00,2022-09-28 03:38:00,Lucknow,562,6,28,M,Poison,Other Crime,19,Yes,29-10-2022 21:00,9,30,3,26.8381,80.9346001
24031,2022-09-29 02:00:00,09-28-2022 06:00,2022-09-28 22:19:00,Chennai,189,18,29,M,Other,Traffic Fatality,10,Yes,08-10-2022 02:00,9,29,22,13.0836939,80.270186
24032,2022-09-28 15:00:00,09-28-2022 07:00,2022-09-28 13:11:00,Nagpur,173,11,50,X,Firearm,Violent Crime,8,Yes,27-11-2022 15:00,9,28,13,21.1498134,79.0820556
24036,2022-09-30 12:00:00,09-28-2022 11:00,2022-09-28 16:02:00,Bangalore,570,8,14,F,Knife,Fire Accident,11,Yes,17-12-2022 12:00,9,30,16,12.9767936,77.590082
24038,2022-09-29 01:00:00,09-28-2022 13:00,2022-09-29 11:08:00,Hyderabad,124,18,14,M,Knife,Traffic Fatality,14,Yes,21-10-2022 01:00,9,29,11,17.360589,78.4740613
24042,2022-09-29 23:00:00,09-28-2022 17:00,2022-09-29 16:48:00,Delhi,278,20,10,X,Poison,Violent Crime,10,Yes,22-12-2022 23:00,9,29,16,28.6138954,77.2090057
24043,2022-09-30 01:00:00,09-28-2022 18:00,2022-09-28 23:54:00,Surat,330,13,78,F,Knife,Other Crime,12,Yes,23-11-2022 01:00,9,30,23,21.2094892,72.8317058
24045,2022-09-30 21:00:00,09-28-2022 20:00,2022-09-29 17:24:00,Delhi,326,20,43,M,Other,Violent Crime,17,Yes,14-10-2022 21:00,9,30,17,28.6138954,77.2090057
24046,2022-09-29 11:00:00,09-28-2022 21:00,2022-09-29 12:15:00,Mumbai,252,20,48,X,Knife,Violent Crime,17,Yes,19-10-2022 11:00,9,29,12,19.054999,72.8692035
24050,2022-09-30 05:00:00,09-29-2022 01:00,2022-09-29 08:25:00,Bangalore,346,11,15,M,Poison,Violent Crime,6,Yes,07-12-2022 05:00,9,30,8,12.9767936,77.590082
24054,2022-09-29 10:00:00,09-29-2022 05:00,2022-09-29 05:47:00,Agra,597,14,52,X,Other,Other Crime,7,Yes,08-10-2022 10:00,9,29,5,27.1752554,78.0098161
24055,2022-09-29 21:00:00,09-29-2022 06:00,2022-09-30 04:16:00,Mumbai,446,13,15,M,Firearm,Other Crime,12,Yes,25-10-2022 21:00,9,29,4,19.054999,72.8692035
24056,2022-10-01 08:00:00,09-29-2022 07:00,2022-09-29 17:30:00,Kolkata,419,12,10,X,Poison,Other Crime,8,Yes,22-12-2022 08:00,10,1,17,22.5726459,88.3638953
24058,2022-09-29 18:00:00,09-29-2022 09:00,2022-09-30 06:08:00,Chennai,260,15,64,M,Poison,Violent Crime,4,Yes,16-11-2022 18:00,9,29,6,13.0836939,80.270186
24063,2022-09-30 08:00:00,09-29-2022 14:00,2022-09-30 02:04:00,Jaipur,165,19,73,F,Poison,Other Crime,3,Yes,01-12-2022 08:00,9,30,2,26.9154576,75.8189817
24064,2022-09-30 07:00:00,09-29-2022 15:00,2022-09-30 08:57:00,Mumbai,308,8,35,X,Knife,Fire Accident,15,Yes,08-11-2022 07:00,9,30,8,19.054999,72.8692035
24069,2022-10-01 06:00:00,09-29-2022 20:00,2022-09-30 10:35:00,Agra,361,0,57,X,Poison,Fire Accident,16,Yes,19-12-2022 06:00,10,1,10,27.1752554,78.0098161
24071,2022-10-01 11:00:00,09-29-2022 22:00,2022-09-30 14:59:00,Srinagar,407,15,35,X,Knife,Violent Crime,16,Yes,16-03-2023 11:00,10,1,14,34.0747444,74.8204443
24072,2022-10-02 16:00:00,09-29-2022 23:00,2022-09-30 06:31:00,Mumbai,247,8,10,X,Firearm,Fire Accident,3,Yes,22-10-2022 16:00,10,2,6,19.054999,72.8692035
24076,2022-09-30 07:00:00,09-30-2022 03:00,2022-09-30 13:00:00,Bangalore,130,19,51,X,Blunt Object,Other Crime,19,Yes,26-10-2022 07:00,9,30,13,12.9767936,77.590082
24077,2022-10-01 13:00:00,09-30-2022 04:00,2022-09-30 15:15:00,Delhi,439,10,47,F,Explosives,Other Crime,7,Yes,16-05-2024 13:00,10,1,15,28.6138954,77.2090057
24078,2022-10-01 13:00:00,09-30-2022 05:00,2022-09-30 20:59:00,Thane,341,0,39,F,Poison,Fire Accident,19,Yes,28-10-2022 13:00,10,1,20,19.3653598,73.3685437
24083,2022-10-03 00:00:00,09-30-2022 10:00,2022-09-30 23:33:00,Surat,511,17,17,F,Poison,Other Crime,5,Yes,23-12-2022 00:00,10,3,23,21.2094892,72.8317058
24085,2022-10-02 16:00:00,09-30-2022 12:00,2022-10-01 07:02:00,Chennai,486,2,32,F,Poison,Other Crime,19,Yes,14-12-2022 16:00,10,2,7,13.0836939,80.270186
24086,2022-09-30 20:00:00,09-30-2022 13:00,2022-09-30 14:44:00,Lucknow,253,10,32,X,Knife,Other Crime,11,Yes,31-08-2024 20:00,9,30,14,26.8381,80.9346001
24088,2022-10-02 21:00:00,09-30-2022 15:00,2022-09-30 19:25:00,Bangalore,384,10,69,M,Other,Other Crime,4,Yes,04-05-2024 21:00,10,2,19,12.9767936,77.590082
24090,2022-10-02 02:00:00,09-30-2022 17:00,2022-10-01 07:47:00,Mumbai,151,17,56,F,Knife,Other Crime,16,Yes,21-11-2022 02:00,10,2,7,19.054999,72.8692035
24092,2022-10-01 21:00:00,09-30-2022 19:00,2022-10-01 09:38:00,Kalyan,591,14,39,M,Poison,Other Crime,13,Yes,29-10-2022 21:00,10,1,9,19.2396742,73.1366482
24093,2022-10-01 11:00:00,09-30-2022 20:00,2022-10-01 11:54:00,Thane,421,7,45,X,Other,Other Crime,6,Yes,29-11-2022 11:00,10,1,11,19.3653598,73.3685437
24097,2022-10-02 03:00:00,10-01-2022 00:00,2022-10-01 05:39:00,Hyderabad,427,9,21,M,Poison,Other Crime,18,Yes,03-11-2022 03:00,10,2,5,17.360589,78.4740613
24101,2022-10-02 10:00:00,10-01-2022 04:00,2022-10-01 08:28:00,Ghaziabad,530,1,46,F,Firearm,Violent Crime,1,Yes,27-10-2022 10:00,10,2,8,28.7749966,77.4586967
24103,2022-10-03 01:00:00,10-01-2022 06:00,2022-10-01 14:32:00,Delhi,424,10,30,M,Poison,Other Crime,1,Yes,16-06-2023 01:00,10,3,14,28.6138954,77.2090057
24104,2022-10-02 10:00:00,10-01-2022 07:00,2022-10-01 11:42:00,Mumbai,286,13,72,X,Firearm,Other Crime,6,Yes,01-11-2022 10:00,10,2,11,19.054999,72.8692035
24106,2022-10-03 02:00:00,10-01-2022 09:00,2022-10-02 02:01:00,Bangalore,139,16,75,F,Firearm,Violent Crime,6,Yes,13-07-2024 02:00,10,3,2,12.9767936,77.590082
24107,2022-10-01 19:00:00,10-01-2022 10:00,2022-10-01 20:56:00,Indore,534,3,39,F,Poison,Other Crime,14,Yes,31-10-2022 19:00,10,1,20,22.7203616,75.8681996
24108,2022-10-02 10:00:00,10-01-2022 11:00,2022-10-01 15:42:00,Indore,318,14,30,F,Blunt Object,Other Crime,16,Yes,13-10-2022 10:00,10,2,15,22.7203616,75.8681996
24111,2022-10-02 05:00:00,10-01-2022 14:00,2022-10-01 15:33:00,Kolkata,533,20,38,X,Blunt Object,Violent Crime,19,Yes,16-12-2022 05:00,10,2,15,22.5726459,88.3638953
24112,2022-10-03 09:00:00,10-01-2022 15:00,2022-10-01 18:05:00,Pune,124,4,50,X,Knife,Other Crime,9,Yes,10-11-2022 09:00,10,3,18,18.5213738,73.8545071
24113,2022-10-03 09:00:00,10-01-2022 16:00,2022-10-01 22:30:00,Hyderabad,288,0,35,F,Other,Fire Accident,9,Yes,15-10-2022 09:00,10,3,22,17.360589,78.4740613
24114,2022-10-04 05:00:00,10-01-2022 17:00,2022-10-02 10:33:00,Surat,192,11,43,X,Other,Violent Crime,9,Yes,01-01-2023 05:00,10,4,10,21.2094892,72.8317058
24121,2022-10-02 14:00:00,10-02-2022 00:00,2022-10-02 10:42:00,Mumbai,490,8,57,M,Other,Fire Accident,1,Yes,20-11-2022 14:00,10,2,10,19.054999,72.8692035
24122,2022-10-04 06:00:00,10-02-2022 01:00,2022-10-02 16:16:00,Bangalore,502,8,24,M,Knife,Fire Accident,5,Yes,01-11-2022 06:00,10,4,16,12.9767936,77.590082
24125,2022-10-02 21:00:00,10-02-2022 04:00,2022-10-02 15:59:00,Nagpur,507,14,34,X,Explosives,Other Crime,6,Yes,08-10-2022 21:00,10,2,15,21.1498134,79.0820556
24126,2022-10-02 19:00:00,10-02-2022 05:00,2022-10-02 20:08:00,Bangalore,168,8,44,X,Poison,Fire Accident,11,Yes,18-10-2022 19:00,10,2,20,12.9767936,77.590082
24136,2022-10-03 01:00:00,10-02-2022 15:00,2022-10-02 20:07:00,Mumbai,160,11,34,F,Firearm,Violent Crime,17,Yes,08-11-2022 01:00,10,3,20,19.054999,72.8692035
24137,2022-10-03 16:00:00,10-02-2022 16:00,2022-10-03 00:48:00,Patna,263,14,56,X,Blunt Object,Other Crime,11,Yes,13-10-2022 16:00,10,3,0,25.6093239,85.1235252
24138,2022-10-03 17:00:00,10-02-2022 17:00,2022-10-03 12:49:00,Indore,208,7,16,M,Firearm,Other Crime,19,Yes,22-12-2022 17:00,10,3,12,22.7203616,75.8681996
24141,2022-10-03 04:00:00,10-02-2022 20:00,2022-10-03 00:35:00,Faridabad,217,11,68,F,Other,Violent Crime,13,Yes,20-11-2022 04:00,10,3,0,28.4031478,77.3105561
24144,2022-10-03 14:00:00,10-02-2022 23:00,2022-10-03 17:57:00,Bangalore,278,16,34,M,Other,Violent Crime,14,Yes,08-08-2023 14:00,10,3,17,12.9767936,77.590082
24146,2022-10-03 20:00:00,10-03-2022 01:00,2022-10-03 21:21:00,Chennai,438,20,59,F,Poison,Violent Crime,13,Yes,06-11-2022 20:00,10,3,21,13.0836939,80.270186
24147,2022-10-06 00:00:00,10-03-2022 02:00,2022-10-03 16:10:00,Mumbai,445,9,76,X,Firearm,Other Crime,11,Yes,10-12-2022 00:00,10,6,16,19.054999,72.8692035
24151,2022-10-06 02:00:00,10-03-2022 06:00,2022-10-04 03:22:00,Delhi,471,5,61,M,Firearm,Violent Crime,17,Yes,16-11-2022 02:00,10,6,3,28.6138954,77.2090057
24152,2022-10-03 16:00:00,10-03-2022 07:00,2022-10-03 18:48:00,Jaipur,255,6,53,X,Poison,Other Crime,6,Yes,19-12-2022 16:00,10,3,18,26.9154576,75.8189817
24153,2022-10-06 04:00:00,10-03-2022 08:00,2022-10-03 18:40:00,Pune,311,13,33,M,Poison,Other Crime,8,Yes,15-10-2022 04:00,10,6,18,18.5213738,73.8545071
24154,2022-10-04 19:00:00,10-03-2022 09:00,2022-10-03 20:12:00,Kalyan,131,12,48,F,Explosives,Other Crime,11,Yes,14-10-2022 19:00,10,4,20,19.2396742,73.1366482
24157,2022-10-06 08:00:00,10-03-2022 12:00,2022-10-03 16:11:00,Ahmedabad,397,14,42,F,Firearm,Other Crime,9,Yes,07-10-2022 08:00,10,6,16,23.0215374,72.5800568
24159,2022-10-04 15:00:00,10-03-2022 14:00,2022-10-04 13:47:00,Chennai,145,6,59,M,Blunt Object,Other Crime,10,Yes,16-12-2022 15:00,10,4,13,13.0836939,80.270186
24161,2022-10-03 17:00:00,10-03-2022 16:00,2022-10-04 01:29:00,Hyderabad,498,18,53,M,Other,Traffic Fatality,4,Yes,27-10-2022 17:00,10,3,1,17.360589,78.4740613
24164,2022-10-06 18:00:00,10-03-2022 19:00,2022-10-04 13:11:00,Pune,518,0,50,M,Poison,Fire Accident,2,Yes,05-11-2022 18:00,10,6,13,18.5213738,73.8545071
24165,2022-10-06 15:00:00,10-03-2022 20:00,2022-10-03 21:49:00,Jaipur,218,4,14,F,Blunt Object,Other Crime,1,Yes,03-12-2022 15:00,10,6,21,26.9154576,75.8189817
24166,2022-10-05 18:00:00,10-03-2022 21:00,2022-10-04 14:03:00,Delhi,477,6,32,X,Explosives,Other Crime,13,Yes,22-12-2022 18:00,10,5,14,28.6138954,77.2090057
24170,2022-10-06 23:00:00,10-04-2022 01:00,2022-10-04 04:28:00,Delhi,491,7,47,X,Firearm,Other Crime,10,Yes,23-12-2022 23:00,10,6,4,28.6138954,77.2090057
24175,2022-10-05 18:00:00,10-04-2022 06:00,2022-10-04 09:18:00,Thane,151,5,74,X,Blunt Object,Violent Crime,8,Yes,09-11-2022 18:00,10,5,9,19.3653598,73.3685437
24178,2022-10-06 10:00:00,10-04-2022 09:00,2022-10-04 16:49:00,Hyderabad,550,4,73,X,Blunt Object,Other Crime,5,Yes,29-10-2022 10:00,10,6,16,17.360589,78.4740613
24180,2022-10-07 02:00:00,10-04-2022 11:00,2022-10-04 15:28:00,Hyderabad,587,7,44,M,Firearm,Other Crime,17,Yes,20-12-2022 02:00,10,7,15,17.360589,78.4740613
24181,2022-10-05 04:00:00,10-04-2022 12:00,2022-10-04 18:16:00,Ahmedabad,397,12,48,F,Other,Other Crime,14,Yes,28-10-2022 04:00,10,5,18,23.0215374,72.5800568
24184,2022-10-06 21:00:00,10-04-2022 15:00,2022-10-05 06:43:00,Hyderabad,422,18,16,F,Other,Traffic Fatality,16,Yes,14-10-2022 21:00,10,6,6,17.360589,78.4740613
24188,2022-10-06 00:00:00,10-04-2022 19:00,2022-10-05 02:52:00,Hyderabad,509,14,20,F,Poison,Other Crime,17,Yes,30-10-2022 00:00,10,6,2,17.360589,78.4740613
24190,2022-10-06 10:00:00,10-04-2022 21:00,2022-10-05 01:15:00,Surat,140,6,50,F,Knife,Other Crime,6,Yes,02-01-2023 10:00,10,6,1,21.2094892,72.8317058
24191,2022-10-05 12:00:00,10-04-2022 22:00,2022-10-05 02:36:00,Ludhiana,216,3,57,M,Other,Other Crime,10,Yes,29-12-2022 12:00,10,5,2,30.9090157,75.851601
24199,2022-10-07 16:00:00,10-05-2022 06:00,2022-10-06 03:42:00,Delhi,579,9,33,F,Firearm,Other Crime,11,Yes,03-11-2022 16:00,10,7,3,28.6138954,77.2090057
24200,2022-10-05 23:00:00,10-05-2022 07:00,2022-10-05 21:17:00,Thane,483,14,73,F,Blunt Object,Other Crime,14,Yes,30-10-2022 23:00,10,5,21,19.3653598,73.3685437
24201,2022-10-05 15:00:00,10-05-2022 08:00,2022-10-05 23:17:00,Pune,132,8,55,X,Firearm,Fire Accident,1,Yes,24-11-2022 15:00,10,5,23,18.5213738,73.8545071
24204,2022-10-06 22:00:00,10-05-2022 11:00,2022-10-05 21:38:00,Delhi,340,0,33,F,Explosives,Fire Accident,12,Yes,28-10-2022 22:00,10,6,21,28.6138954,77.2090057
24208,2022-10-08 11:00:00,10-05-2022 15:00,2022-10-05 20:59:00,Kolkata,444,19,43,M,Firearm,Other Crime,11,Yes,08-11-2022 11:00,10,8,20,22.5726459,88.3638953
24210,2022-10-05 23:00:00,10-05-2022 17:00,2022-10-06 00:55:00,Agra,488,11,17,X,Blunt Object,Violent Crime,14,Yes,15-10-2022 23:00,10,5,0,27.1752554,78.0098161
24213,2022-10-08 05:00:00,10-05-2022 20:00,2022-10-06 06:32:00,Nashik,478,14,36,M,Poison,Other Crime,5,Yes,09-10-2022 05:00,10,8,6,20.0112475,73.7902364
24215,2022-10-07 00:00:00,10-05-2022 22:00,2022-10-06 00:30:00,Delhi,131,11,20,M,Firearm,Violent Crime,19,Yes,16-12-2022 00:00,10,7,0,28.6138954,77.2090057
24219,2022-10-06 14:00:00,10-06-2022 02:00,2022-10-07 00:06:00,Kolkata,221,9,35,X,Knife,Other Crime,2,Yes,14-12-2022 14:00,10,6,0,22.5726459,88.3638953
24221,2022-10-08 02:00:00,10-06-2022 04:00,2022-10-06 12:16:00,Hyderabad,330,14,67,X,Knife,Other Crime,14,Yes,19-10-2022 02:00,10,8,12,17.360589,78.4740613
24229,2022-10-07 02:00:00,10-06-2022 12:00,2022-10-06 19:51:00,Faridabad,384,2,51,M,Knife,Other Crime,14,Yes,16-11-2022 02:00,10,7,19,28.4031478,77.3105561
24231,2022-10-07 00:00:00,10-06-2022 14:00,2022-10-07 11:42:00,Pune,253,16,40,X,Explosives,Violent Crime,11,Yes,30-03-2024 00:00,10,7,11,18.5213738,73.8545071
24232,2022-10-08 07:00:00,10-06-2022 15:00,2022-10-06 17:21:00,Delhi,552,5,57,X,Knife,Violent Crime,15,Yes,28-12-2022 07:00,10,8,17,28.6138954,77.2090057
24233,2022-10-08 21:00:00,10-06-2022 16:00,2022-10-07 01:11:00,Kanpur,555,5,56,X,Blunt Object,Violent Crime,7,Yes,01-12-2022 21:00,10,8,1,26.4609135,80.3217588
24234,2022-10-08 07:00:00,10-06-2022 17:00,2022-10-06 20:50:00,Chennai,463,8,67,X,Knife,Fire Accident,8,Yes,04-11-2022 07:00,10,8,20,13.0836939,80.270186
24236,2022-10-07 08:00:00,10-06-2022 19:00,2022-10-07 02:14:00,Delhi,306,9,53,M,Blunt Object,Other Crime,17,Yes,31-10-2022 08:00,10,7,2,28.6138954,77.2090057
24238,2022-10-09 07:00:00,10-06-2022 21:00,2022-10-07 10:07:00,Ludhiana,389,9,49,F,Blunt Object,Other Crime,13,Yes,21-10-2022 07:00,10,9,10,30.9090157,75.851601
24239,2022-10-08 03:00:00,10-06-2022 22:00,2022-10-07 18:26:00,Indore,302,8,48,F,Blunt Object,Fire Accident,5,Yes,15-10-2022 03:00,10,8,18,22.7203616,75.8681996
24243,2022-10-07 04:00:00,10-07-2022 02:00,2022-10-07 23:20:00,Chennai,502,18,48,M,Blunt Object,Traffic Fatality,15,Yes,31-10-2022 04:00,10,7,23,13.0836939,80.270186
24244,2022-10-08 16:00:00,10-07-2022 03:00,2022-10-08 01:08:00,Mumbai,580,14,52,M,Knife,Other Crime,1,Yes,22-10-2022 16:00,10,8,1,19.054999,72.8692035
24246,2022-10-07 12:00:00,10-07-2022 05:00,2022-10-07 07:57:00,Hyderabad,103,2,11,M,Blunt Object,Other Crime,8,Yes,01-02-2023 12:00,10,7,7,17.360589,78.4740613
24249,2022-10-07 22:00:00,10-07-2022 08:00,2022-10-07 12:46:00,Mumbai,491,11,50,X,Knife,Violent Crime,8,Yes,06-12-2022 22:00,10,7,12,19.054999,72.8692035
24250,2022-10-08 23:00:00,10-07-2022 09:00,2022-10-08 00:09:00,Ahmedabad,249,15,23,F,Other,Violent Crime,18,Yes,18-02-2023 23:00,10,8,0,23.0215374,72.5800568
24253,2022-10-08 15:00:00,10-07-2022 12:00,2022-10-08 03:45:00,Delhi,560,2,62,M,Other,Other Crime,1,Yes,15-01-2023 15:00,10,8,3,28.6138954,77.2090057
24257,2022-10-09 10:00:00,10-07-2022 16:00,2022-10-08 15:31:00,Agra,101,0,32,M,Blunt Object,Fire Accident,4,Yes,02-11-2022 10:00,10,9,15,27.1752554,78.0098161
24259,2022-10-09 00:00:00,10-07-2022 18:00,2022-10-07 21:18:00,Kalyan,529,17,74,X,Knife,Other Crime,16,Yes,17-12-2022 00:00,10,9,21,19.2396742,73.1366482
24260,2022-10-09 18:00:00,10-07-2022 19:00,2022-10-08 02:50:00,Hyderabad,570,2,74,X,Other,Other Crime,19,Yes,28-11-2022 18:00,10,9,2,17.360589,78.4740613
24264,2022-10-10 02:00:00,10-07-2022 23:00,2022-10-07 23:57:00,Mumbai,525,15,49,F,Other,Violent Crime,6,Yes,19-03-2023 02:00,10,10,23,19.054999,72.8692035
24265,2022-10-09 08:00:00,10-08-2022 00:00,2022-10-08 06:09:00,Mumbai,575,9,61,F,Other,Other Crime,1,Yes,05-12-2022 08:00,10,9,6,19.054999,72.8692035
24269,2022-10-09 08:00:00,10-08-2022 04:00,2022-10-08 19:19:00,Bangalore,357,10,59,M,Poison,Other Crime,4,Yes,12-03-2024 08:00,10,9,19,12.9767936,77.590082
24271,2022-10-09 16:00:00,10-08-2022 06:00,2022-10-08 10:52:00,Chennai,550,11,57,F,Other,Violent Crime,10,Yes,29-11-2022 16:00,10,9,10,13.0836939,80.270186
24272,2022-10-10 01:00:00,10-08-2022 07:00,2022-10-08 16:21:00,Kanpur,378,20,47,F,Poison,Violent Crime,19,Yes,12-12-2022 01:00,10,10,16,26.4609135,80.3217588
24274,2022-10-09 07:00:00,10-08-2022 09:00,2022-10-09 07:11:00,Lucknow,353,18,34,M,Explosives,Traffic Fatality,5,Yes,19-10-2022 07:00,10,9,7,26.8381,80.9346001
24278,2022-10-10 00:00:00,10-08-2022 13:00,2022-10-09 09:50:00,Jaipur,303,18,13,M,Poison,Traffic Fatality,16,Yes,26-10-2022 00:00,10,10,9,26.9154576,75.8189817
24279,2022-10-11 13:00:00,10-08-2022 14:00,2022-10-08 19:15:00,Pune,483,8,61,M,Knife,Fire Accident,14,Yes,13-12-2022 13:00,10,11,19,18.5213738,73.8545071
24280,2022-10-10 04:00:00,10-08-2022 15:00,2022-10-09 10:37:00,Pune,280,14,74,X,Other,Other Crime,4,Yes,08-11-2022 04:00,10,10,10,18.5213738,73.8545071
24287,2022-10-10 16:00:00,10-08-2022 22:00,2022-10-09 20:07:00,Kanpur,417,18,67,M,Explosives,Traffic Fatality,18,Yes,13-10-2022 16:00,10,10,20,26.4609135,80.3217588
24289,2022-10-10 09:00:00,10-09-2022 00:00,2022-10-09 21:39:00,Hyderabad,333,19,42,X,Other,Other Crime,17,Yes,09-11-2022 09:00,10,10,21,17.360589,78.4740613
24290,2022-10-10 19:00:00,10-09-2022 01:00,2022-10-09 20:26:00,Hyderabad,476,2,11,X,Poison,Other Crime,13,Yes,19-02-2023 19:00,10,10,20,17.360589,78.4740613
24291,2022-10-09 20:00:00,10-09-2022 02:00,2022-10-09 04:20:00,Chennai,184,7,11,M,Blunt Object,Other Crime,4,Yes,06-01-2023 20:00,10,9,4,13.0836939,80.270186
24294,2022-10-11 15:00:00,10-09-2022 05:00,2022-10-09 13:29:00,Mumbai,430,3,13,M,Knife,Other Crime,10,Yes,19-12-2022 15:00,10,11,13,19.054999,72.8692035
24296,2022-10-11 20:00:00,10-09-2022 07:00,2022-10-09 07:16:00,Hyderabad,209,13,44,M,Blunt Object,Other Crime,6,Yes,29-12-2022 20:00,10,11,7,17.360589,78.4740613
24299,2022-10-11 23:00:00,10-09-2022 10:00,2022-10-10 02:20:00,Chennai,341,10,45,M,Explosives,Other Crime,19,Yes,28-04-2024 23:00,10,11,2,13.0836939,80.270186
24302,2022-10-09 20:00:00,10-09-2022 13:00,2022-10-10 01:19:00,Lucknow,201,1,17,X,Blunt Object,Violent Crime,4,Yes,11-11-2022 20:00,10,9,1,26.8381,80.9346001
24303,2022-10-11 02:00:00,10-09-2022 14:00,2022-10-10 01:28:00,Mumbai,533,19,17,X,Other,Other Crime,8,Yes,04-11-2022 02:00,10,11,1,19.054999,72.8692035
24304,2022-10-11 01:00:00,10-09-2022 15:00,2022-10-10 09:52:00,Delhi,162,8,35,F,Firearm,Fire Accident,13,Yes,02-01-2023 01:00,10,11,9,28.6138954,77.2090057
24306,2022-10-10 11:00:00,10-09-2022 17:00,2022-10-10 01:38:00,Bangalore,104,12,23,X,Other,Other Crime,6,Yes,30-11-2022 11:00,10,10,1,12.9767936,77.590082
